Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,cell_type,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,genotype,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,Sample Name,source_name,SRA Study,tissue,AGE,sex
SRR20641656,RNA-Seq,50,53712300,PRJNA862285,SAMN29956040,26605445,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664784,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389122,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389122,Bone marrow,SRP388304,Bone marrow,,
SRR20641657,RNA-Seq,50,54409000,PRJNA862285,SAMN29956041,26781294,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664783,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389121,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389121,Bone marrow,SRP388304,Bone marrow,,
SRR20641658,RNA-Seq,50,57457000,PRJNA862285,SAMN29956042,28344409,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664782,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389120,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389120,Bone marrow,SRP388304,Bone marrow,,
SRR20641660,RNA-Seq,50,59824200,PRJNA862285,SAMN29956044,29523620,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664780,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389118,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389118,Bone marrow,SRP388304,Bone marrow,,
SRR20641661,RNA-Seq,50,35979300,PRJNA862285,SAMN29956069,17947831,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664779,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389093,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389093,Bone marrow,SRP388304,Bone marrow,,
SRR20641662,RNA-Seq,50,52902600,PRJNA862285,SAMN29956070,26104991,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664778,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389092,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:54:00Z,1,GSM6389092,Bone marrow,SRP388304,Bone marrow,,
SRR20641663,RNA-Seq,50,57147550,PRJNA862285,SAMN29956071,28146813,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664777,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389091,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:54:00Z,1,GSM6389091,Bone marrow,SRP388304,Bone marrow,,
SRR20641666,RNA-Seq,50,75279500,PRJNA862285,SAMN29956074,37161371,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664774,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389088,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:54:00Z,1,GSM6389088,Bone marrow,SRP388304,Bone marrow,,
SRR20641667,RNA-Seq,50,72631100,PRJNA862285,SAMN29956075,35904672,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664773,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389087,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:54:00Z,1,GSM6389087,Bone marrow,SRP388304,Bone marrow,,
SRR20641668,RNA-Seq,50,25338450,PRJNA862285,SAMN29956076,12678899,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664772,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389086,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389086,Bone marrow,SRP388304,Bone marrow,,
SRR20641671,RNA-Seq,50,57093900,PRJNA862285,SAMN29956095,28120204,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664769,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389067,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389067,Bone marrow,SRP388304,Bone marrow,,
SRR20641672,RNA-Seq,50,69869250,PRJNA862285,SAMN29956096,34281503,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664768,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389066,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389066,Bone marrow,SRP388304,Bone marrow,,
SRR20641673,RNA-Seq,50,55384250,PRJNA862285,SAMN29956097,27057023,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664767,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389065,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389065,Bone marrow,SRP388304,Bone marrow,,
SRR20641674,RNA-Seq,50,40397900,PRJNA862285,SAMN29956098,20044214,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664766,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389064,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389064,Bone marrow,SRP388304,Bone marrow,,
SRR20641675,RNA-Seq,50,43285200,PRJNA862285,SAMN29956099,21447126,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664765,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389063,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389063,Bone marrow,SRP388304,Bone marrow,,
SRR20641703,RNA-Seq,50,41249300,PRJNA862285,SAMN29955873,20199641,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664911,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389289,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389289,Bone marrow,SRP388304,Bone marrow,,
SRR20641704,RNA-Seq,50,43070300,PRJNA862285,SAMN29955874,21108307,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664910,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389288,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389288,Bone marrow,SRP388304,Bone marrow,,
SRR20641705,RNA-Seq,50,31268600,PRJNA862285,SAMN29955875,15444778,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664909,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389287,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389287,Bone marrow,SRP388304,Bone marrow,,
SRR20641706,RNA-Seq,50,34732500,PRJNA862285,SAMN29955876,17064672,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664908,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389286,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389286,Bone marrow,SRP388304,Bone marrow,,
SRR20641707,RNA-Seq,50,37831400,PRJNA862285,SAMN29955901,18626758,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664907,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389261,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389261,Bone marrow,SRP388304,Bone marrow,,
SRR20641708,RNA-Seq,50,38787700,PRJNA862285,SAMN29955902,19108389,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664906,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389260,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389260,Bone marrow,SRP388304,Bone marrow,,
SRR20641709,RNA-Seq,50,31380050,PRJNA862285,SAMN29955903,15434175,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664905,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389259,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389259,Bone marrow,SRP388304,Bone marrow,,
SRR20641712,RNA-Seq,50,46104250,PRJNA862285,SAMN29955906,22687353,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664902,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389256,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389256,Bone marrow,SRP388304,Bone marrow,,
SRR20641713,RNA-Seq,50,42102000,PRJNA862285,SAMN29955907,20738825,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664901,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389255,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389255,Bone marrow,SRP388304,Bone marrow,,
SRR20641714,RNA-Seq,50,40025450,PRJNA862285,SAMN29955908,19699631,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664900,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389254,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389254,Bone marrow,SRP388304,Bone marrow,,
SRR20641715,RNA-Seq,50,44845900,PRJNA862285,SAMN29955941,22008094,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664899,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389221,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389221,Bone marrow,SRP388304,Bone marrow,,
SRR20641720,RNA-Seq,50,40837750,PRJNA862285,SAMN29955946,20100587,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664894,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389216,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389216,Bone marrow,SRP388304,Bone marrow,,
SRR20641721,RNA-Seq,50,36097450,PRJNA862285,SAMN29955947,17778742,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664893,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389215,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389215,Bone marrow,SRP388304,Bone marrow,,
SRR20641722,RNA-Seq,50,50535150,PRJNA862285,SAMN29955948,24791881,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664892,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389214,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389214,Bone marrow,SRP388304,Bone marrow,,
SRR20641723,RNA-Seq,50,57497850,PRJNA862285,SAMN29955965,28210231,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664891,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389197,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389197,Bone marrow,SRP388304,Bone marrow,,
SRR20641724,RNA-Seq,50,36044400,PRJNA862285,SAMN29955966,17728662,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664890,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389196,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389196,Bone marrow,SRP388304,Bone marrow,,
SRR20641725,RNA-Seq,50,46772250,PRJNA862285,SAMN29955967,22924307,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664889,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389195,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389195,Bone marrow,SRP388304,Bone marrow,,
SRR20641726,RNA-Seq,50,31706700,PRJNA862285,SAMN29955968,15615176,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664888,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389194,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389194,Bone marrow,SRP388304,Bone marrow,,
SRR20641732,RNA-Seq,50,55064750,PRJNA862285,SAMN29955998,26849283,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664882,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389164,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389164,Bone marrow,SRP388304,Bone marrow,,
SRR20641733,RNA-Seq,50,45366500,PRJNA862285,SAMN29955999,22229912,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664881,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389163,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389163,Bone marrow,SRP388304,Bone marrow,,
SRR20641734,RNA-Seq,50,53475000,PRJNA862285,SAMN29956000,26175581,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664880,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389162,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389162,Bone marrow,SRP388304,Bone marrow,,
SRR20641737,RNA-Seq,50,47380550,PRJNA862285,SAMN29956003,23229075,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,sra,run.zq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX16664877,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389159,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389159,Bone marrow,SRP388304,Bone marrow,,
SRR20641738,RNA-Seq,50,52453000,PRJNA862285,SAMN29956004,25672371,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX16664876,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389158,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:54:00Z,1,GSM6389158,Bone marrow,SRP388304,Bone marrow,,
SRR20641739,RNA-Seq,50,33055950,PRJNA862285,SAMN29956021,16309566,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664875,Aldh2 & Fancd2 & p53 triple knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389141,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389141,Bone marrow,SRP388304,Bone marrow,,
SRR20641741,RNA-Seq,50,40677750,PRJNA862285,SAMN29956023,20147572,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX16664873,Aldh2 & Fancd2 double knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389139,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389139,Bone marrow,SRP388304,Bone marrow,,
SRR20641742,RNA-Seq,50,51896650,PRJNA862285,SAMN29956024,25606654,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX16664872,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389138,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389138,Bone marrow,SRP388304,Bone marrow,,
SRR20641743,RNA-Seq,50,47564150,PRJNA862285,SAMN29956025,23472679,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664871,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389137,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6389137,Bone marrow,SRP388304,Bone marrow,,
SRR20641744,RNA-Seq,50,58053850,PRJNA862285,SAMN29956026,28607734,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664870,p53 knock-outs,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6389136,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:54:00Z,1,GSM6389136,Bone marrow,SRP388304,Bone marrow,,
SRR20641747,RNA-Seq,50,61561650,PRJNA862285,SAMN29957432,24952936,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"sra,fastq,run.zq","ncbi,gs,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX16664867,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388083,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6388083,Bone marrow,SRP388304,Bone marrow,,
SRR20641748,RNA-Seq,50,30087750,PRJNA862285,SAMN29957433,12202840,Lin-Sca1+cKit+,"HAEMATOLOGY, UNIVERSITY OF CAMBRIDGE",missing,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX16664866,WT,uncalculated,uncalculated,missing,Illumina HiSeq 2500,GSM6388082,SINGLE,cDNA,TRANSCRIPTOMIC,Mus musculus,ILLUMINA,2023-05-24T00:00:00Z,2022-07-25T20:53:00Z,1,GSM6388082,Bone marrow,SRP388304,Bone marrow,,
